Player,Nation,Pos,Squad,Age,Born,Player_id,Squad_id,Flag,League,League_id
Laureta Elmazi,de GER,FW/MF,Essen,19-165,2003,8b4050bb,becc1dd0,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Laurie Cance,fr FRA,MF/FW,Rodez,27-211,1995,c685a294,700c41b4,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Laurie Teinturier,fr FRA,MF/FW,Guingamp,26-291,1996,75b01b75,abc4f6d7,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Laurina,?,FW/MF,Real Betis,22-234,2000,5fea5453,74142337,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Question_mark_%28black%29.svg/800px-Question_mark_%28black%29.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Laurina Fazer,fr FRA,MF/FW,Paris S-G,19-056,2003,08f6cf52,80595417,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Laurine Baga,fr FRA,MF,Fleury,19-207,2003,f6ca1ef8,4fcc2996,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Laurine Pinot,fr FRA,DF/MF,Soyaux,20-327,2002,1d82bed6,b54d31b3,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Léa Bourgain,fr FRA,MF/FW,Stade de Reims,18-316,2004,a35f10f0,e3696882,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Léa Declercq,fr FRA,MF,Dijon,27-210,1995,62ee19fe,68f9fd31,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Lea Khelifi,fr FRA,FW/MF,Montpellier,23-210,1999,e1881e2a,7bbdea71,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Léa Le Garrec,fr FRA,MF,Fleury,29-152,1993,9533489c,4fcc2996,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Léa Notel,fr FRA,DF,Stade de Reims,18-066,2004,612c0817,e3696882,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Lea Schüller,de GER,FW,Bayern Munich,25-026,1997,4528b262,51ec22be,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Leah Galton,eng ENG,FW/MF,Manchester Utd,28-198,1994,c3d37cec,0bbd83f6,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Flag_of_England.svg/35px-Flag_of_England.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Leah Williamson,eng ENG,DF,Arsenal,25-254,1997,9a40ae1f,411b1108,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Flag_of_England.svg/35px-Flag_of_England.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Leanne Kiernan,ie IRL,FW,Liverpool,23-225,1999,be519a1d,00f74a56,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Flag_of_Ireland.svg/35px-Flag_of_Ireland.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Lee Geum-min,kr KOR,FW/MF,Brighton,28-245,1994,3137ff06,fa2752bc,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Flag_of_South_Korea.svg/35px-Flag_of_South_Korea.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Leicy Santos,co COL,MF/FW,Atlético Madrid,26-206,1996,36e74d61,b56c2667,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Flag_of_Colombia.svg/35px-Flag_of_Colombia.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Leigh-Anne Robe,eng ENG,FW/MF,Liverpool,28-347,1993,0907ce66,00f74a56,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Flag_of_England.svg/35px-Flag_of_England.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Leila Ouahabi,es ESP,DF,Manchester City,29-261,1993,9663804e,9ce68f8a,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Flag_of_Spain.svg/35px-Flag_of_Spain.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Leire Baños,es ESP,MF,Levante,26-009,1996,3d077d16,0f4738a8,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Flag_of_Spain.svg/35px-Flag_of_Spain.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Leire Peña,es ESP,MF,Real Betis,21-171,2001,344aa257,74142337,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Flag_of_Spain.svg/35px-Flag_of_Spain.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Leles,?,MF,Real Betis,25-289,1997,3204f0a1,74142337,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Question_mark_%28black%29.svg/800px-Question_mark_%28black%29.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Lena Goetsch,fr FRA,DF/MF,Dijon,23-062,1999,98a9b9f8,68f9fd31,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Lena Lattwein,de GER,MF,Wolfsburg,22-220,2000,22cd470c,a1393014,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Lena Oberdorf,de GER,MF,Wolfsburg,20-354,2001,74a0529b,a1393014,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Lena Ostermeier,de GER,DF/MF,Essen,26-068,1996,4e673b2e,becc1dd0,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Lena Pérez,?,DF,Alhama,26-346,1995,c54a5844,e9fecaf2,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Question_mark_%28black%29.svg/800px-Question_mark_%28black%29.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Lena Petermann,de GER,FW,Montpellier,28-306,1994,9309709b,7bbdea71,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Lena Triendl,at AUT,FW/MF,Werder Bremen,22-273,2000,2488138c,7adbf480,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Flag_of_Austria.svg/35px-Flag_of_Austria.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Lena Uebach,de GER,MF/FW,Köln,22-130,2000,40599da6,88ddc98e,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Leonie Köster,de GER,MF/FW,E. Frankfurt,21-246,2001,2fdab516,97b7c0e8,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Leonie Maier,de GER,DF/MF,Everton,30-070,1992,bff94098,c4989550,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Léonie Multari,fr FRA,DF,Soyaux,26-162,1996,28bb8e61,b54d31b3,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Letícia Santos,br BRA,DF,E. Frankfurt,28-006,1994,c07cd3bc,97b7c0e8,https://upload.wikimedia.org/wikipedia/en/thumb/0/05/Flag_of_Brazil.svg/33px-Flag_of_Brazil.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Leyre Monente,?,FW,Athletic Club,22-296,2000,b5375f49,94929c05,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Question_mark_%28black%29.svg/800px-Question_mark_%28black%29.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Li Mengwen,cn CHN,DF/FW,Paris S-G,27-255,1995,6c8f2306,80595417,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Flag_of_the_People%27s_Republic_of_China.svg/35px-Flag_of_the_People%27s_Republic_of_China.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Lia Lonni,it ITA,GK,Sassuolo,22-325,2000,91f89485,a8e83f23,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/35px-Flag_of_Italy.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/FIGC_Serie_A_femminile_%282020%29.svg/240px-FIGC_Serie_A_femminile_%282020%29.svg.png,1
Lia Wälti,ch SUI,MF,Arsenal,29-233,1993,5410bdaa,411b1108,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Flag_of_Switzerland_%28Pantone%29.svg/24px-Flag_of_Switzerland_%28Pantone%29.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Libby Bance,eng ENG,MF,Brighton,19-138,2003,e50f3e03,fa2752bc,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Flag_of_England.svg/35px-Flag_of_England.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Lice Chamorro,py PAR,FW/MF,Alavés,23-351,1998,17630d22,aa11fb42,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Flag_of_Paraguay.svg/35px-Flag_of_Paraguay.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Liced Serna,co COL,MF,Valencia,20-310,2002,ab57ed6a,f96ff499,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Flag_of_Colombia.svg/35px-Flag_of_Colombia.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Lidia Sánchez,?,DF,Real Betis,17-319,2005,47197c8a,74142337,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Question_mark_%28black%29.svg/800px-Question_mark_%28black%29.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Lieke Martens,nl NED,FW/MF,Paris S-G,29-357,1992,939b7d31,80595417,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Flag_of_the_Netherlands.svg/35px-Flag_of_the_Netherlands.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Lilla Turányi,hu HUN,DF,Leverkusen,23-353,1998,747aebe4,c6d4860a,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Flag_of_Hungary.svg/35px-Flag_of_Hungary.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Lily Woodham,wls WAL,MF/DF,Reading,22-096,2000,828d664e,5d020380,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Flag_of_Wales.svg/35px-Flag_of_Wales.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Lina Hausicke,de GER,MF/DF,Werder Bremen,24-343,1997,1685552e,7adbf480,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Lina Hurtig,se SWE,FW,Arsenal,27-094,1995,2d28fd4d,411b1108,https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/Flag_of_Sweden.svg/35px-Flag_of_Sweden.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Lina Magull,de GER,MF/FW,Bayern Munich,28-115,1994,3cd04ba1,51ec22be,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Linda Bakker,nl NED,FW,Valencia,29-298,1993,9a13ac27,f96ff499,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Flag_of_the_Netherlands.svg/35px-Flag_of_the_Netherlands.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Linda Dallmann,de GER,FW/MF,Bayern Munich,28-097,1994,5a20e7f0,51ec22be,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Linda Preuß,de GER,FW/DF,SV Meppen,24-192,1998,527a88e0,4ed1418c,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Linda Sembrant,se SWE,DF,Juventus,35-207,1987,9425cd71,613577b8,https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/Flag_of_Sweden.svg/35px-Flag_of_Sweden.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/FIGC_Serie_A_femminile_%282020%29.svg/240px-FIGC_Serie_A_femminile_%282020%29.svg.png,1
Linda Tucceri Cimini,it ITA,DF/MF,AC Milan,31-248,1991,8a7599a4,54da9a57,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/35px-Flag_of_Italy.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/FIGC_Serie_A_femminile_%282020%29.svg/240px-FIGC_Serie_A_femminile_%282020%29.svg.png,1
Lindsey Horan,us USA,MF/FW,Lyon,28-196,1994,a8a538a8,7f2012ad,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/35px-Flag_of_the_United_States.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Lindsey Thomas,fr FRA,FW,AC Milan,27-225,1995,6d0e97d8,54da9a57,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/FIGC_Serie_A_femminile_%282020%29.svg/240px-FIGC_Serie_A_femminile_%282020%29.svg.png,1
Lineth Beerensteyn,nl NED,FW/MF,Juventus,26-058,1996,40ecae9f,613577b8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Flag_of_the_Netherlands.svg/35px-Flag_of_the_Netherlands.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/FIGC_Serie_A_femminile_%282020%29.svg/240px-FIGC_Serie_A_femminile_%282020%29.svg.png,1
Lineth Cedeño,pa PAN,FW,UC Sampdoria,22-003,2000,e9242056,58e367c3,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/35px-Flag_of_Panama.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/FIGC_Serie_A_femminile_%282020%29.svg/240px-FIGC_Serie_A_femminile_%282020%29.svg.png,1
Lisa Alborghetti,it ITA,DF,Internazionale,29-172,1993,6f94b2a9,06d05f19,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/35px-Flag_of_Italy.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/FIGC_Serie_A_femminile_%282020%29.svg/240px-FIGC_Serie_A_femminile_%282020%29.svg.png,1
Lisa Boattin,it ITA,DF,Juventus,25-219,1997,f7f524de,613577b8,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/35px-Flag_of_Italy.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/FIGC_Serie_A_femminile_%282020%29.svg/240px-FIGC_Serie_A_femminile_%282020%29.svg.png,1
Lisa Evans,sct SCO,FW,West Ham,30-201,1992,755ef87c,52d65cea,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Flag_of_Scotland.svg/35px-Flag_of_Scotland.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Lisa Josten,de GER,MF/FW,SV Meppen,29-335,1993,be0ea89b,4ed1418c,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Lisa Karl,de GER,DF,Freiburg,25-327,1997,3ed2f636,b4de690d,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Lisa Kolb,at AUT,FW/DF,Freiburg,21-218,2001,1adffcd6,b4de690d,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Flag_of_Austria.svg/35px-Flag_of_Austria.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Lisa Lichtfus,be BEL,GK,Dijon,22-345,1999,a484af3a,68f9fd31,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Belgium_%28civil%29.svg/35px-Flag_of_Belgium_%28civil%29.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Lisa Schmitz,de GER,GK,Montpellier,30-218,1992,38bbb38c,7bbdea71,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Lisa-Marie Weiss,de GER,DF,SV Meppen,25-033,1997,b0d8540e,4ed1418c,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Lisann Kaut,de GER,DF,Hoffenheim,22-106,2000,e118e53b,87705c62,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Lisanne Gräwe,de GER,MF,Leverkusen,20-223,2002,2e902693,c6d4860a,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Lotta Cordes,de GER,MF,Köln,21-225,2001,1543ff64,88ddc98e,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Lotte Wubben-Moy,eng ENG,DF,Arsenal,23-331,1999,f254ebd6,411b1108,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Flag_of_England.svg/35px-Flag_of_England.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Lou Autin,fr FRA,DF,Bordeaux,16-317,2006,107836e7,69dee2b0,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Lou Joly,fr FRA,MF,Stade de Reims,20-238,2002,0fee9f6d,e3696882,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Louisa Aniwaa,gh GHA,DF,Turbine Potsdam,19-248,2003,9bd4a6d9,de550500,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Flag_of_Ghana.svg/35px-Flag_of_Ghana.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Louise Fleury,fr FRA,FW/MF,Paris FC,25-122,1997,d7c7d20f,28d9b675,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Louise Kleczewski,fr FRA,MF,Le Havre,16-213,2006,4d787c01,c57b7254,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Louna Ribadeira,fr FRA,FW,Paris FC,18-112,2004,fd4595fd,28d9b675,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Luana Bühler,ch SUI,DF,Hoffenheim,26-224,1996,c539c765,87705c62,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Flag_of_Switzerland_%28Pantone%29.svg/24px-Flag_of_Switzerland_%28Pantone%29.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Lucia Di Guglielmo,it ITA,DF,AS Roma,25-165,1997,198aa38a,02f8d026,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/35px-Flag_of_Italy.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/FIGC_Serie_A_femminile_%282020%29.svg/240px-FIGC_Serie_A_femminile_%282020%29.svg.png,1
Lucía García,es ESP,FW/MF,Manchester Utd,24-147,1998,50e52d91,0bbd83f6,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Flag_of_Spain.svg/35px-Flag_of_Spain.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Lucía Marte,do DOM,DF/MF,Real Betis,25-116,1997,be71f47a,74142337,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Flag_of_the_Dominican_Republic.svg/35px-Flag_of_the_Dominican_Republic.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Lucía Martínez,?,MF,Alhama,21-011,2001,3dbd60d3,e9fecaf2,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Question_mark_%28black%29.svg/800px-Question_mark_%28black%29.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Lucía Moral,?,FW/DF,Atlético Madrid,18-300,2004,3d6375b1,b56c2667,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Question_mark_%28black%29.svg/800px-Question_mark_%28black%29.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
